Entity,Code,Year,Coal per capita (kWh),Oil per capita (kWh),Gas per capita (kWh),Nuclear per capita (kWh),Hydro per capita (kWh),Wind per capita (kWh),Solar per capita (kWh),Other renewables per capita (kWh),Continent
Saudi Arabia,SAU,2015,48.564,63539.364,31284.312,0.0,0.0,0.0,10.304,0.0,Asia
Saudi Arabia,SAU,2016,31.72,61479.754,32462.19,0.0,0.0,0.0,10.014,0.0,Asia
Saudi Arabia,SAU,2017,41.429,59303.165,33005.135,0.0,0.0,0.0,11.729,0.0,Asia
Saudi Arabia,SAU,2018,35.29,56580.755,33261.161,0.0,0.0,0.0,28.103,0.0,Asia
Saudi Arabia,SAU,2019,34.707,56126.092,33162.443,0.0,0.0,0.0,128.695,0.0,Asia
Singapore,SGP,1965,24.771,25474.72,0.0,0.0,0.0,0.0,0.0,0.0,Asia
Singapore,SGP,1966,30.302,28496.935,0.0,0.0,0.0,0.0,0.0,0.0,Asia
Singapore,SGP,1967,17.81,33548.331,0.0,0.0,0.0,0.0,0.0,0.0,Asia
Singapore,SGP,1968,34.942,40893.752,0.0,0.0,0.0,0.0,0.0,0.0,Asia
Singapore,SGP,1969,17.145,39451.445,0.0,0.0,0.0,0.0,0.0,0.0,Asia
Singapore,SGP,1970,16.839,42070.73,0.0,0.0,0.0,0.0,0.0,0.0,Asia
Singapore,SGP,1971,21.872,35836.932,0.0,0.0,0.0,0.0,0.0,0.0,Asia
Singapore,SGP,1972,16.201,44071.084,0.0,0.0,0.0,0.0,0.0,0.0,Asia
Singapore,SGP,1973,23.058,40765.386,0.0,0.0,0.0,0.0,0.0,0.0,Asia
Singapore,SGP,1974,27.779,39531.336,0.0,0.0,0.0,0.0,0.0,0.0,Asia
Singapore,SGP,1975,6.566,38040.351,0.0,0.0,0.0,0.0,0.0,0.0,Asia
Singapore,SGP,1976,17.112,44540.322,0.0,0.0,0.0,0.0,0.0,0.0,Asia
Singapore,SGP,1977,21.813,44200.526,0.0,0.0,0.0,0.0,0.0,0.0,Asia
Singapore,SGP,1978,22.897,44989.374,0.0,0.0,0.0,0.0,0.0,0.0,Asia
Singapore,SGP,1979,3.303,47334.837,0.0,0.0,0.0,0.0,0.0,0.0,Asia
Singapore,SGP,1980,14.359,46242.376,0.0,0.0,0.0,0.0,0.0,0.0,Asia
Singapore,SGP,1981,21.781,52135.841,0.0,0.0,0.0,0.0,0.0,0.0,Asia
Singapore,SGP,1982,7.533,49592.844,0.0,0.0,0.0,0.0,0.0,0.0,Asia
Singapore,SGP,1983,14.699,51249.029,0.0,0.0,0.0,0.0,0.0,0.0,Asia
Singapore,SGP,1984,21.989,52588.694,0.0,0.0,0.0,0.0,0.0,0.0,Asia
Singapore,SGP,1985,48.759,52387.96,0.0,0.0,0.0,0.0,0.0,0.0,Asia
Singapore,SGP,1986,29.555,59523.249,0.0,0.0,0.0,0.0,0.0,85.486,Asia
Singapore,SGP,1987,48.444,61352.161,0.0,0.0,0.0,0.0,0.0,83.817,Asia
Singapore,SGP,1988,55.681,69613.107,0.0,0.0,0.0,0.0,0.0,82.183,Asia
Singapore,SGP,1989,49.134,77671.806,0.0,0.0,0.0,0.0,0.0,80.392,Asia
Singapore,SGP,1990,82.788,90468.981,0.0,0.0,0.0,0.0,0.0,78.364,Asia
Singapore,SGP,1991,47.6,89450.33,0.0,0.0,0.0,0.0,0.0,219.463,Asia
Singapore,SGP,1992,67.127,89731.5,3265.628,0.0,0.0,0.0,0.0,212.674,Asia
Singapore,SGP,1993,72.081,94053.781,4310.348,0.0,0.0,0.0,0.0,205.855,Asia
Singapore,SGP,1994,83.521,104732.557,4171.549,0.0,0.0,0.0,0.0,199.226,Asia
Singapore,SGP,1995,37.766,106005.652,4041.41,0.0,0.0,0.0,0.0,193.011,Asia
Singapore,SGP,1996,0.908,103749.875,3916.99,0.0,0.0,0.0,0.0,187.069,Asia
Singapore,SGP,1997,0.0,106015.159,3797.977,0.0,0.0,0.0,0.0,181.385,Asia
Singapore,SGP,1998,0.0,104500.78,3690.757,0.0,0.0,0.0,0.0,176.264,Asia
Singapore,SGP,1999,0.0,100959.4,3603.037,0.0,0.0,0.0,0.0,172.075,Asia
Singapore,SGP,2000,0.0,105648.657,4113.741,0.0,0.0,0.0,0.0,168.914,Asia
Singapore,SGP,2001,0.0,112342.752,10683.476,0.0,0.0,0.0,0.0,320.176,Asia
Singapore,SGP,2002,19.086,108568.812,11470.955,0.0,0.0,0.0,0.0,316.018,Asia
Singapore,SGP,2003,24.663,100314.094,12378.773,0.0,0.0,0.0,0.0,326.607,Asia
Singapore,SGP,2004,19.253,109941.783,14812.633,0.0,0.0,0.0,0.0,310.428,Asia
Singapore,SGP,2005,22.9,113866.797,14500.449,0.0,0.0,0.0,0.0,301.182,Asia
Singapore,SGP,2006,13.21,118415.79,18513.555,0.0,0.0,0.0,0.0,287.677,Asia
Singapore,SGP,2007,20.573,123543.332,17797.918,0.0,0.0,0.0,0.0,286.34,Asia
Singapore,SGP,2008,11.932,125932.284,18245.95,0.0,0.0,0.0,0.164,287.89,Asia
Singapore,SGP,2009,9.366,130633.119,18483.287,0.0,0.0,0.0,0.843,278.393,Asia
Singapore,SGP,2010,17.68,138870.154,16246.47,0.0,0.0,0.0,1.568,298.37,Asia
Singapore,SGP,2011,14.14,141465.771,15743.03,0.0,0.0,0.0,2.41,297.932,Asia
Singapore,SGP,2012,53.937,138102.006,16632.533,0.0,0.0,0.0,3.931,304.981,Asia
Singapore,SGP,2013,561.883,136777.334,18363.134,0.0,0.0,0.0,5.894,331.28,Asia
Singapore,SGP,2014,817.636,138468.07,18801.171,0.0,0.0,0.0,12.496,341.463,Asia
Singapore,SGP,2015,845.214,144551.606,20705.759,0.0,0.0,0.0,22.046,367.47,Asia
Singapore,SGP,2016,876.262,148564.536,21050.793,0.0,0.0,0.0,39.358,356.504,Asia
Singapore,SGP,2017,1830.076,150883.221,21527.091,0.0,0.0,0.0,53.778,339.38,Asia
Singapore,SGP,2018,964.253,151237.334,21337.777,0.0,0.0,0.0,58.341,329.202,Asia
Singapore,SGP,2019,1251.432,146276.567,21952.303,0.0,0.0,0.0,83.032,322.748,Asia
Slovakia,SVK,1965,16023.411,6170.915,681.109,0.0,1408.827,0.0,0.0,0.0,Europe
Slovakia,SVK,1966,16096.375,6756.667,751.494,0.0,1339.314,0.0,0.0,0.0,Europe
Slovakia,SVK,1967,15413.159,7465.309,894.674,0.0,1139.59,0.0,0.0,0.0,Europe
Slovakia,SVK,1968,16108.543,8198.099,1990.509,0.0,1039.234,0.0,0.0,0.0,Europe
Slovakia,SVK,1969,16834.514,8738.079,2004.274,0.0,803.696,0.0,0.0,0.0,Europe
Slovakia,SVK,1970,16848.057,10424.644,2671.846,0.0,1203.541,0.0,0.0,0.0,Europe
Slovakia,SVK,1971,17531.426,11387.268,3326.871,0.0,895.98,0.0,0.0,0.0,Europe
Slovakia,SVK,1972,17689.405,12348.324,3581.459,1.805,930.34,0.0,0.0,0.0,Europe
Slovakia,SVK,1973,17041.87,13757.086,3897.084,138.323,788.2,0.0,0.0,0.0,Europe
Slovakia,SVK,1974,16818.402,13967.88,4704.839,286.929,1312.435,0.0,0.0,0.0,Europe
Slovakia,SVK,1975,16577.596,15253.383,5331.9,109.288,1170.022,0.0,0.0,0.0,Europe
Slovakia,SVK,1976,16263.122,15959.768,5826.587,255.681,1167.917,0.0,0.0,0.0,Europe
Slovakia,SVK,1977,16531.775,16526.274,6553.643,65.265,1378.585,0.0,0.0,0.0,Europe
Slovakia,SVK,1978,17154.442,16924.056,7266.985,10.764,1279.83,0.0,0.0,0.0,Europe
Slovakia,SVK,1979,16705.221,17030.473,7425.087,1204.34,1056.813,0.0,0.0,0.0,Europe
Slovakia,SVK,1980,18842.617,15696.105,5393.891,2514.288,1254.643,0.0,0.0,0.0,Europe
Slovakia,SVK,1981,18191.948,15355.508,5556.04,2830.722,1084.2,0.0,0.0,0.0,Europe
Slovakia,SVK,1982,18382.474,13962.954,5759.268,3197.13,944.905,0.0,0.0,0.0,Europe
Slovakia,SVK,1983,18288.742,13581.708,5876.106,3345.085,996.454,0.0,0.0,0.0,Europe
Slovakia,SVK,1984,19337.324,14352.752,6628.849,3913.653,840.687,0.0,0.0,0.0,Europe
Slovakia,SVK,1985,19075.736,14171.372,6773.375,5043.765,1138.1,0.0,0.0,0.0,Europe
Slovakia,SVK,1986,17527.862,13645.092,7216.794,6265.782,895.799,0.0,0.0,0.0,Europe
Slovakia,SVK,1987,18320.607,13285.643,7584.585,6126.548,1028.098,0.0,0.0,0.0,Europe
Slovakia,SVK,1988,19006.327,12926.88,7430.689,6077.85,929.635,0.0,0.0,0.0,Europe
Slovakia,SVK,1989,18252.071,12756.731,8364.446,6411.519,1034.745,0.0,0.0,0.0,Europe
Slovakia,SVK,1990,17223.179,11042.592,11190.062,6322.496,987.562,0.0,0.0,0.0,Europe
Slovakia,SVK,1991,15245.004,9661.455,9913.174,6115.93,736.695,0.0,0.0,0.0,Europe
Slovakia,SVK,1992,13531.423,8756.366,10862.929,5759.893,1009.675,0.0,0.0,0.0,Europe
Slovakia,SVK,1993,13313.822,7222.202,10721.254,5967.006,1801.115,0.0,0.0,0.0,Europe
Slovakia,SVK,1994,11839.386,7458.284,10205.816,6523.613,2255.684,0.0,0.0,0.0,Europe
Slovakia,SVK,1995,11778.843,7233.362,11288.567,5910.599,2521.966,0.0,0.0,0.0,Europe
Slovakia,SVK,1996,11566.227,7530.868,11874.893,5802.646,2180.441,0.0,0.0,0.0,Europe
Slovakia,SVK,1997,10849.819,7513.0,12036.83,5705.501,2094.027,0.0,0.0,0.0,Europe
Slovakia,SVK,1998,9873.1,8409.778,12221.836,5866.548,2196.995,0.0,0.0,0.0,Europe
Slovakia,SVK,1999,9813.741,7620.388,12362.876,6749.933,2302.295,0.0,0.0,0.0,Europe
Slovakia,SVK,2000,9215.411,7569.004,12443.009,8486.146,2374.413,0.0,0.0,0.0,Europe
Slovakia,SVK,2001,9525.484,7011.573,13284.825,8740.718,2518.009,0.0,0.0,78.704,Europe
Slovakia,SVK,2002,9226.638,7812.729,12636.538,9115.927,2674.913,0.0,0.0,77.18,Europe
Slovakia,SVK,2003,9998.269,7373.337,12208.713,9012.59,1658.833,1.009,0.0,49.947,Europe
Slovakia,SVK,2004,9808.656,7040.935,11844.147,8536.679,2002.053,3.008,0.0,10.028,Europe
Slovakia,SVK,2005,9093.149,8437.69,12715.096,8831.899,2251.942,3.488,0.0,15.943,Europe
Slovakia,SVK,2006,9483.001,7508.193,11584.516,8917.452,2118.959,2.971,0.0,197.043,Europe
Slovakia,SVK,2007,8497.883,7924.608,10962.965,7544.169,2125.887,3.936,0.0,233.695,Europe
Slovakia,SVK,2008,8474.763,8546.121,11128.783,8167.15,1995.828,3.423,0.0,252.779,Europe
Slovakia,SVK,2009,8247.326,8030.548,9529.261,6839.645,2149.867,2.914,0.0,260.84,Europe
Slovakia,SVK,2010,8287.774,8410.98,10774.389,7031.777,2460.205,2.895,8.202,319.407,Europe
Slovakia,SVK,2011,7849.598,8117.199,9970.243,7383.449,1742.975,2.396,190.204,392.385,Europe
Slovakia,SVK,2012,7394.57,7657.155,9375.585,7370.525,1906.49,2.854,201.685,447.607,Europe
Slovakia,SVK,2013,7340.683,7656.719,9776.843,7422.91,2240.095,2.833,277.651,430.17,Europe
Slovakia,SVK,2014,7200.145,7092.117,8081.099,7265.352,2024.586,2.813,279.851,664.237,Europe
Slovakia,SVK,2015,6932.08,7663.976,8299.859,7048.529,1892.669,2.792,235.478,773.449,Europe
Slovakia,SVK,2016,6834.458,7965.604,8324.658,6827.192,1969.045,2.78,246.304,799.91,Europe
Slovakia,SVK,2017,7133.899,8953.387,8830.669,6920.435,1984.216,2.753,232.195,778.268,Europe
Slovakia,SVK,2018,7073.991,9070.167,8695.443,6765.18,1636.259,2.735,266.633,740.647,Europe
Slovakia,SVK,2019,5812.805,8651.224,8889.222,7027.499,1927.158,1.361,267.27,596.125,Europe
Slovenia,SVN,1990,9123.122,10052.913,4447.536,6400.249,4118.204,0.0,0.0,0.0,Europe
Slovenia,SVN,1991,8321.133,9710.383,4224.107,6850.382,4991.151,0.0,0.0,0.0,Europe
Slovenia,SVN,1992,8681.033,9438.622,3571.948,5501.528,4742.315,0.0,0.0,0.0,Europe
Slovenia,SVN,1993,8290.959,11371.776,3554.85,5491.703,4213.175,0.0,0.0,0.0,Europe
Slovenia,SVN,1994,7745.761,12342.027,3882.585,6417.438,4732.669,0.0,0.0,0.0,Europe
Slovenia,SVN,1995,8051.051,13407.558,4317.934,6667.509,4537.087,0.0,0.0,0.0,Europe
Slovenia,SVN,1996,7437.593,15505.004,4391.406,6371.158,5122.623,0.0,0.0,0.0,Europe
Slovenia,SVN,1997,8254.556,15532.914,4672.877,7016.446,4321.146,0.0,0.0,0.0,Europe
Slovenia,SVN,1998,8359.325,14892.353,4786.994,7016.446,4823.02,0.0,0.0,0.0,Europe
Slovenia,SVN,1999,7643.163,14951.625,4994.471,6561.597,5224.406,0.0,0.0,43.315,Europe
Slovenia,SVN,2000,7941.541,14170.293,4827.98,6652.42,5357.147,0.0,0.0,97.809,Europe
Slovenia,SVN,2001,8423.949,14781.806,4973.322,7301.442,5272.261,0.0,0.0,100.001,Europe
Slovenia,SVN,2002,9176.382,14358.946,4797.064,7628.3,4571.736,0.0,0.0,140.754,Europe
Slovenia,SVN,2003,8702.892,14542.824,5304.112,7135.688,4052.282,0.0,0.0,167.189,Europe
Slovenia,SVN,2004,8839.31,15004.009,5251.316,7425.909,5570.452,0.0,0.0,164.597,Europe
Slovenia,SVN,2005,8847.528,15199.361,5405.735,7933.448,4666.496,0.0,0.0,148.314,Europe
Slovenia,SVN,2006,8990.212,15866.338,5223.651,7407.378,4794.502,0.0,0.0,132.179,Europe
Slovenia,SVN,2007,9093.228,15584.236,5285.728,7518.567,4311.789,0.0,0.0,137.301,Europe
Slovenia,SVN,2008,8713.343,17981.486,5048.929,8185.455,5242.971,0.0,1.305,379.717,Europe
Slovenia,SVN,2009,8046.297,15216.297,4751.783,7402.178,6081.42,0.0,5.159,248.932,Europe
Slovenia,SVN,2010,8172.891,15206.051,4908.493,7219.706,5766.065,0.0,16.591,282.05,Europe
Slovenia,SVN,2011,8253.105,15089.003,4183.616,7852.734,4500.634,0.0,83.392,318.405,Europe
Slovenia,SVN,2012,7809.591,14724.922,4010.395,6918.756,4879.926,0.0,204.008,334.173,Europe
Slovenia,SVN,2013,7525.315,13891.423,3929.557,6577.454,5744.724,4.964,266.821,323.909,Europe
Slovenia,SVN,2014,5927.951,13711.602,3522.41,7842.811,7500.535,4.925,316.421,318.883,Europe
Slovenia,SVN,2015,5979.066,13480.957,3729.767,6899.134,4651.541,7.329,334.696,326.145,Europe
Slovenia,SVN,2016,6381.645,14447.989,3949.184,6929.63,5460.039,7.295,323.747,343.147,Europe
Slovenia,SVN,2017,6355.744,14781.219,4153.212,7568.975,4658.415,6.883,341.844,353.913,Europe
Slovenia,SVN,2018,6175.283,15198.358,4105.182,6908.883,5626.58,7.201,304.945,330.729,Europe
Slovenia,SVN,2019,5753.264,14208.452,4120.787,6933.481,5233.969,7.311,319.392,332.794,Europe
South Africa,ZAF,1965,14792.94,3474.761,0.0,0.0,5.302,0.0,0.0,0.0,Africa
South Africa,ZAF,1966,14236.352,3680.119,0.0,0.0,5.028,0.0,0.0,0.0,Africa
South Africa,ZAF,1967,14274.929,3908.943,0.0,0.0,3.539,0.0,0.0,0.0,Africa
South Africa,ZAF,1968,14560.558,4140.486,0.0,0.0,3.183,0.0,0.0,0.0,Africa
South Africa,ZAF,1969,14324.886,4434.557,0.0,0.0,2.714,0.0,0.0,0.0,Africa
South Africa,ZAF,1970,14413.413,4680.575,0.0,0.0,3.147,0.0,0.0,0.0,Africa
South Africa,ZAF,1971,15008.85,4981.479,27.125,0.0,13.727,0.0,0.0,0.0,Africa
South Africa,ZAF,1972,14714.583,5285.724,39.361,0.0,99.505,0.0,0.0,0.0,Africa
South Africa,ZAF,1973,15260.758,5677.64,41.512,0.0,114.419,0.0,0.0,0.0,Africa
South Africa,ZAF,1974,15569.806,5388.251,47.43,0.0,128.068,0.0,0.0,0.0,Africa
South Africa,ZAF,1975,16194.1,5578.68,60.769,0.0,123.481,0.0,0.0,0.0,Africa
South Africa,ZAF,1976,16580.438,5500.634,59.85,0.0,201.692,0.0,0.0,0.0,Africa
South Africa,ZAF,1977,16758.901,5314.69,55.943,0.0,203.92,0.0,0.0,0.0,Africa
South Africa,ZAF,1978,15882.361,5446.682,55.994,0.0,195.189,0.0,0.0,0.0,Africa
South Africa,ZAF,1979,16521.621,5034.319,67.507,0.0,114.198,0.0,0.0,0.0,Africa
South Africa,ZAF,1980,17394.42,5045.077,74.471,0.0,96.493,0.0,0.0,0.0,Africa
South Africa,ZAF,1981,20075.018,5322.154,70.352,0.0,156.536,0.0,0.0,0.0,Africa
South Africa,ZAF,1982,21412.528,5248.61,62.306,0.0,93.606,0.0,0.0,0.0,Africa
South Africa,ZAF,1983,21155.766,5157.902,68.677,0.0,53.326,0.0,0.0,0.0,Africa
South Africa,ZAF,1984,22188.845,5466.262,67.058,342.403,48.852,0.0,0.0,0.0,Africa
South Africa,ZAF,1985,22203.075,5203.342,61.691,451.786,53.041,0.0,0.0,0.0,Africa
South Africa,ZAF,1986,21962.809,4900.363,63.148,730.021,134.593,0.0,0.0,0.0,Africa
South Africa,ZAF,1987,21825.578,5062.709,57.053,499.463,130.96,0.0,0.0,0.0,Africa
South Africa,ZAF,1988,23074.212,5449.261,56.238,830.382,250.23,0.0,0.0,0.0,Africa
South Africa,ZAF,1989,21037.555,5515.696,56.003,858.073,213.301,0.0,0.0,0.0,Africa
South Africa,ZAF,1990,21273.832,5437.403,535.55,637.74,76.236,0.0,0.0,0.0,Africa
South Africa,ZAF,1991,20381.067,5348.887,528.638,673.401,145.815,0.0,0.0,0.0,Africa
South Africa,ZAF,1992,19954.103,5387.839,476.084,667.133,54.014,0.0,0.0,0.0,Africa
South Africa,ZAF,1993,19547.107,5469.366,321.392,508.472,10.233,0.0,0.0,0.0,Africa
South Africa,ZAF,1994,19712.816,5577.204,314.424,664.04,73.546,0.0,0.0,0.0,Africa
South Africa,ZAF,1995,20023.989,5822.494,311.598,757.595,35.463,0.0,0.0,0.0,Africa
South Africa,ZAF,1996,19945.266,5883.085,266.2,774.327,86.738,0.0,0.0,3.946,Africa
South Africa,ZAF,1997,20031.346,5876.265,216.694,817.237,135.183,0.0,0.0,9.434,Africa
South Africa,ZAF,1998,19120.662,5870.911,212.847,864.901,101.428,0.0,0.0,14.69,Africa
South Africa,ZAF,1999,19682.448,5863.481,267.571,804.221,45.483,0.0,0.0,12.342,Africa
South Africa,ZAF,2000,19301.861,5877.48,253.425,803.659,68.011,0.0,0.574,29.496,Africa
South Africa,ZAF,2001,19114.558,5924.439,303.462,649.134,104.222,0.0,0.654,25.623,Africa
South Africa,ZAF,2002,17954.081,6000.788,301.61,712.413,123.815,0.0,0.737,27.347,Africa
South Africa,ZAF,2003,19712.899,6141.471,225.288,738.427,48.25,0.35,0.811,23.815,Africa
South Africa,ZAF,2004,21337.809,6294.777,514.735,765.024,54.375,0.687,0.887,21.86,Africa
South Africa,ZAF,2005,19428.683,6240.422,721.685,634.403,74.826,0.674,0.955,23.893,Africa
South Africa,ZAF,2006,19541.106,6272.808,772.273,552.684,159.731,0.662,1.025,22.353,Africa
South Africa,ZAF,2007,19808.189,6322.008,771.758,611.987,154.964,0.649,1.087,23.28,Africa
South Africa,ZAF,2008,21806.453,5921.955,787.867,689.595,66.797,1.114,1.151,24.187,Africa
South Africa,ZAF,2009,21617.181,5771.117,658.517,665.571,75.446,1.559,1.211,23.341,Africa
South Africa,ZAF,2010,21077.71,6029.464,804.822,688.635,58.183,1.731,1.405,20.175,Africa
South Africa,ZAF,2011,20241.846,5967.345,823.197,642.933,152.677,1.844,4.002,20.531,Africa
South Africa,ZAF,2012,19445.89,6023.803,824.737,632.199,49.655,1.804,4.193,20.603,Africa
South Africa,ZAF,2013,19140.816,6011.2,755.187,672.691,52.644,1.764,11.588,22.781,Africa
South Africa,ZAF,2014,19080.384,5861.904,788.029,643.6,83.754,49.737,52.397,20.161,Africa
South Africa,ZAF,2015,17630.603,6009.058,779.733,558.927,36.586,140.268,125.561,19.088,Africa
South Africa,ZAF,2016,18681.591,5584.721,809.305,711.981,31.319,188.314,146.482,19.565,Africa
South Africa,ZAF,2017,18118.674,5487.286,777.792,690.947,38.199,257.278,187.521,21.192,Africa
South Africa,ZAF,2018,18074.562,5551.504,773.954,476.943,32.687,296.38,212.239,18.46,Africa
South Africa,ZAF,2019,18091.308,5613.994,731.42,601.07,32.141,293.391,222.464,18.151,Africa
South Korea,KOR,1965,1993.072,523.415,0.0,0.0,68.294,0.0,0.0,0.0,Asia
South Korea,KOR,1966,2205.034,765.744,0.0,0.0,92.551,0.0,0.0,0.0,Asia
South Korea,KOR,1967,2057.377,1298.316,0.0,0.0,87.565,0.0,0.0,0.0,Asia
South Korea,KOR,1968,1901.19,1878.795,0.0,0.0,83.578,0.0,0.0,0.0,Asia
South Korea,KOR,1969,1944.48,2497.175,0.0,0.0,125.795,0.0,0.0,0.0,Asia
South Korea,KOR,1970,2033.337,3056.002,0.0,0.0,105.317,0.0,0.0,0.0,Asia
South Korea,KOR,1971,2014.037,3382.669,0.0,0.0,111.613,0.0,0.0,0.0,Asia
South Korea,KOR,1972,2023.893,3461.756,0.0,0.0,113.416,0.0,0.0,0.0,Asia
South Korea,KOR,1973,2510.971,4180.467,0.0,0.0,104.467,0.0,0.0,0.0,Asia
South Korea,KOR,1974,2542.946,4240.478,0.0,0.0,152.211,0.0,0.0,0.0,Asia
South Korea,KOR,1975,2641.316,4725.237,0.0,0.0,132.126,0.0,0.0,0.0,Asia
South Korea,KOR,1976,2898.28,5221.517,0.0,0.0,138.237,0.0,0.0,0.0,Asia
South Korea,KOR,1977,3117.703,6130.505,0.0,5.443,106.064,0.0,0.0,0.0,Asia
South Korea,KOR,1978,3110.6,6912.254,0.0,174.541,135.729,0.0,0.0,0.0,Asia
South Korea,KOR,1979,3671.835,7669.337,0.0,233.406,170.037,0.0,0.0,0.0,Asia
South Korea,KOR,1980,4034.708,7490.479,0.0,253.871,140.209,0.0,0.0,0.0,Asia
South Korea,KOR,1981,4592.772,7309.129,0.0,208.481,186.93,0.0,0.0,0.0,Asia
South Korea,KOR,1982,4586.87,7149.167,0.0,267.836,121.631,0.0,0.0,0.0,Asia
South Korea,KOR,1983,4825.19,7372.228,0.0,626.521,160.329,0.0,0.0,0.0,Asia
South Korea,KOR,1984,5733.904,7303.22,0.0,812.878,137.741,0.0,0.0,0.0,Asia
South Korea,KOR,1985,6276.768,7624.735,0.0,1139.959,216.82,0.0,0.0,0.0,Asia
South Korea,KOR,1986,6575.26,8212.8,17.248,1905.788,209.344,0.0,0.0,0.0,Asia
South Korea,KOR,1987,6594.877,8546.179,528.284,2619.67,264.229,0.0,0.0,0.0,Asia
South Korea,KOR,1988,6953.163,10120.808,675.965,2646.681,131.159,0.0,0.0,0.0,Asia
South Korea,KOR,1989,6703.726,11453.774,647.86,3096.421,193.765,0.0,0.0,0.0,Asia
South Korea,KOR,1990,6537.226,13745.076,737.261,3422.975,303.159,0.0,0.065,0.0,Asia
South Korea,KOR,1991,6490.635,16539.05,845.122,3606.365,223.26,0.0,0.064,0.0,Asia
South Korea,KOR,1992,6251.634,19797.387,1093.536,3581.201,196.224,0.0,0.127,0.0,Asia
South Korea,KOR,1993,6778.353,21499.553,1351.138,3642.611,264.874,0.063,0.125,0.0,Asia
South Korea,KOR,1994,6884.722,23344.403,1779.064,3634.97,145.402,0.062,0.124,0.0,Asia
South Korea,KOR,1995,7060.07,25204.258,2129.083,4110.808,169.264,0.0,0.123,15.332,Asia
South Korea,KOR,1996,8159.894,26698.487,2784.735,4488.329,147.195,0.0,0.182,24.468,Asia
South Korea,KOR,1997,8793.099,29066.953,3351.545,4635.184,169.206,0.06,0.18,4.69,Asia
South Korea,KOR,1998,8993.132,24391.075,3106.807,5343.863,254.977,0.119,0.238,3.456,Asia
South Korea,KOR,1999,9438.446,25932.007,3750.954,6089.042,245.73,0.345,0.27,5.14,Asia
South Korea,KOR,2000,10536.598,26504.057,4180.706,6388.427,235.076,0.978,0.31,4.632,Asia
South Korea,KOR,2001,11146.876,26267.684,4560.804,6486.779,134.785,0.728,0.358,5.091,Asia
South Korea,KOR,2002,11903.969,26598.755,5037.03,6803.599,184.668,0.85,0.402,10.225,Asia
South Korea,KOR,2003,12320.036,26710.058,5247.276,7320.045,275.794,1.404,0.438,10.613,Asia
South Korea,KOR,2004,12758.499,26148.979,6119.443,7296.849,240.656,2.648,0.551,16.349,Asia
South Korea,KOR,2005,13085.402,26084.477,6524.015,8106.965,202.885,7.174,0.795,14.35,Asia
South Korea,KOR,2006,13479.295,26004.127,6853.235,8134.197,189.619,13.065,1.696,13.195,Asia
South Korea,KOR,2007,14148.362,26695.161,7399.162,7742.982,196.728,22.942,4.353,20.796,Asia
South Korea,KOR,2008,15630.541,25527.486,7591.571,8102.39,164.783,26.054,16.989,38.663,Asia
South Korea,KOR,2009,16166.342,25632.362,7192.237,7856.012,149.558,38.112,31.486,66.536,Asia
South Korea,KOR,2010,18107.614,25857.41,9085.801,7819.867,193.764,45.158,42.718,83.661,Asia
South Korea,KOR,2011,19549.376,25955.127,9730.748,8053.662,239.318,49.128,52.22,92.657,Asia
South Korea,KOR,2012,18733.187,26571.974,10492.935,7734.703,206.414,50.349,60.855,103.727,Asia
South Korea,KOR,2013,18836.799,26316.771,10919.61,7057.576,218.122,63.032,88.12,140.017,Asia
South Korea,KOR,2014,19395.306,26120.115,9880.659,7865.176,138.36,61.49,137.214,186.154,Asia
South Korea,KOR,2015,19542.663,27396.957,8982.107,8201.208,106.805,71.114,210.792,264.888,Asia
South Korea,KOR,2016,18591.248,29401.911,9345.023,7990.594,140.396,87.654,266.765,335.693,Asia
South Korea,KOR,2017,19614.761,29483.303,9737.833,7262.156,137.429,112.765,366.848,451.368,Asia
South Korea,KOR,2018,19693.379,29170.466,11296.032,6484.241,163.164,125.606,469.23,566.947,Asia
South Korea,KOR,2019,18634.124,28762.677,10925.738,7057.161,134.173,133.316,586.505,693.422,Asia
Spain,ESP,1965,3509.335,5175.807,0.0,0.0,1701.181,0.0,0.0,0.0,Europe
Spain,ESP,1966,3212.105,6057.909,0.0,0.0,2330.319,0.0,0.0,0.0,Europe
Spain,ESP,1967,3230.755,7264.097,0.0,0.0,1917.032,0.0,0.0,0.0,Europe
Spain,ESP,1968,3237.006,7636.673,0.0,6.951,2042.404,0.0,0.0,0.0,Europe
Spain,ESP,1969,3223.426,8603.779,28.024,68.703,2536.201,0.0,0.0,0.0,Europe
Spain,ESP,1970,3368.46,9709.185,22.058,75.667,2276.724,0.0,0.0,3.853,Europe
Spain,ESP,1971,3347.442,10567.317,116.129,204.522,2579.095,0.0,0.0,4.215,Europe
Spain,ESP,1972,3388.955,11014.74,337.988,380.719,2842.288,0.0,0.0,4.888,Europe
Spain,ESP,1973,3280.837,13077.869,322.564,518.423,2290.09,0.0,0.0,4.436,Europe
Spain,ESP,1974,3141.243,13551.183,398.58,565.563,2393.482,0.0,0.0,3.993,Europe
Spain,ESP,1975,3442.099,13933.085,406.489,584.062,2017.973,0.0,0.0,8.749,Europe
Spain,ESP,1976,3297.258,15630.529,461.61,578.497,1602.792,0.0,0.0,14.319,Europe
Spain,ESP,1977,3494.363,14600.467,439.071,494.238,3002.096,0.0,0.0,23.409,Europe
Spain,ESP,1978,2972.811,14883.609,445.284,573.63,3018.586,0.0,0.0,23.698,Europe
